show_id,type,$=TRIM(PROPER(C2))$,director,cast,country,date_added,release_year,rating,genres,language,description,popularity,vote_count,vote_average,budget,revenue,Data_Quality_Notes
253272,Movie,The Mule,Tony Mahony,"Hugo Weaving, Angus Sampson, Leigh Whannell, Ewen Leslie, Geoff Morrell",Australia,2014-03-10,2014,6.2,"Crime, Comedy, Thriller",en,"In 1983, a naive man is detained by Australian Federal Police with lethal narcotics hidden in his stomach. After being apprehended, ‘The Mule’ makes a desperate choice... to defy his bodily functions and withhold the evidence – literally.",7.981,136,6.2,0,0,
294457,Movie,The Apostle,Cheyenne Carron,"Fayçal Safi, Brahim Tekfa, Sarah Zaher, Salah Sassi",France,2014-10-01,2014,6.5,Drama,fr,"Akim, young Muslim will become imam sees his upset when he is touched by the love of Christ ... In a family chaos that opposes his brother identity Akim attempt to be accepted by his family.",7.977,14,6.5,0,0,
246594,Movie,Mega Shark vs. Mecha Shark,Emile Edwin Smith,"Christopher Judge, Elisabeth Röhm, Debbie Gibson, Matt Lagan, Hannah Levien",United States of America,2014-01-28,2014,4,"Action, Science Fiction, Thriller",en,"When another Mega Shark returns from the depths of the sea, world militaries go on high alert. Ocean traffic grinds to a standstill as everyone lives in fear of the insatiable beast. Out of options, the US government unleashes the top secret Mecha Shark project -- a mechanical shark built to have the same exact characteristics as Mega. A pair of scientists pilot the mechanical creature as they fight Mega in a pitched battle to save the planet. But when faulty mechanics cause the Mecha to go after humans, the scientists must somehow guide Mega to Mecha in hopes that the two titans will kill each other - or risk untold worldwide destruction.",7.975,127,4,0,0,
212231,Movie,Kid Cannabis,John Stockwell,"Jonathan Daniel Brown, Kenny Wormald, Ron Perlman, Aaron Yoo, John C. McGinley",Canada,2014-04-18,2014,6.3,Drama,en,An eighteen year old high school drop out and his twenty-seven year old friend start trafficking marijuana across the border of Canada in order to make money and their lives are changed forever.,7.971,161,6.3,5000000,0,
274626,Movie,Animal,Brett Simmons,"Joey Lauren Adams, Elizabeth Gillies, Paul Iacono, Thorsten Kaye, Amaury Nolasco",United States of America,2014-06-17,2014,5.1,"Thriller, Horror",en,"When plans for a weekend vacation hit a dead end, a group of close-knit friends find themselves stranded in unfamiliar territory, pursued by a menacing predator. Holed up in an isolated cabin, tensions mount as long-buried secrets are revealed. As the body count rises, the group must put their differences aside and fight for survival.",7.967,263,5.1,0,0,
250657,Movie,Fed Up,Stephanie Soechtig,"Katie Couric, Michael Pollan, Bill Clinton, Tom Vilsack, Kelly Brownell",United States of America,2014-05-09,2014,7.3,Documentary,en,"Fed Up blows the lid off everything we thought we knew about food and weight loss, revealing a 30-year campaign by the food industry, aided by the U.S. government, to mislead and confuse the American public, resulting in one of the largest health epidemics in history.",7.955,237,7.3,0,0,
250551,Movie,Gunday,Ali Abbas Zafar,"Ranveer Singh, Arjun Kapoor, Priyanka Chopra Jonas, Irrfan Khan, Saurabh Shukla",India,2014-02-14,2014,5,"Action, Crime, Drama",hi,"The lives of Calcutta's most powerful gangsters - Bikram and Bala, changes when Nandita enters it. Then a counter-force takes charge and a thriller unfolds.",7.952,103,5,0,0,
250766,Movie,Life Itself,Steve James,"Stephen Stanton, Roger Ebert, Chaz Ebert, Ramin Bahrani, Richard Corliss",United States of America,2014-07-04,2014,7.5,Documentary,en,"The surprising and entertaining life of renowned film critic and social commentator Roger Ebert (1942-2013): his early days as a freewheeling bachelor and Pulitzer Prize winner, his famously contentious partnership with Gene Siskel, his life-altering marriage, and his brave and transcendent battle with cancer.",7.939,347,7.5,0,0,
216580,Movie,Savaged,Michael S. Ojeda,"Amanda Adrienne, Rodney Rowland, Tom Ardavany, John Charles Meyer, Ronnie Gene Blevins",United States of America,2014-08-06,2014,6.7,"Action, Drama, Horror, Thriller",en,"After thugs brutalize a deaf-mute woman, the spirit of an Apache warrior takes over her lifeless body and sets out on a bloodthirsty quest for revenge.",7.938,201,6.7,0,0,
256057,Movie,Güeros,Alonso Ruizpalacios,"Sebastián Aguirre, Tenoch Huerta Mejía, Leonardo Ortizgris, Ilse Salas, Raúl Briones",Mexico,2014-04-17,2014,7.5,"Drama, Comedy",es,"Set amidst the 1999 student strikes in Mexico City, this coming-of-age tale finds two brothers venturing through the city in a sentimental search for an aging legendary musician. Shot in black-and-white, Güeros brims with youthful exuberance.",7.935,139,7.5,0,0,
283389,Movie,Stones for the Rampart,Robert Gliński,"Tomasz Ziętek, Marcel Sabat, Kamil Szeptycki, Magdalena Koleśnik, Sandra Staniszewska",Poland,2014-03-07,2014,6.848,"War, Drama, History",pl,"To be defeated and not be - a victory. This is the motto that life is guided by three young friends: Alek, Sophy and Rudy. Scouts, high school graduates high school in Warsaw drifting ambitious plans for the future broken through September 1939. Entering adulthood in a very dramatic times, which puts them a choice - to survive at any cost, or to join the fighting for a free homeland, risking everything. The boys brought up in patriotic homes, shaped by the ideals of scouting, they decide to fight. They become soldiers, and although every scrape with death, they can live a full life.",7.933,82,6.848,0,3683978,
253331,Movie,Black or White,Mike Binder,"Kevin Costner, Jillian Estell, Jennifer Ehle, Gillian Jacobs, Octavia Spencer",United States of America,2014-09-06,2014,6.8,Drama,en,"A grieving widower is drawn into a custody battle over his granddaughter, whom he helped raise her entire life.",7.921,349,6.8,9000000,21571189,
395940,Movie,For My Brother,Brian Bang,"Elias Munk, Christoffer Jensen, Allan Karlsen, Frank Schiellerup, Oliver Bjørnholdt Spottag",Denmark,2014-12-08,2014,7.8,Drama,da,"The two brothers Aske and Bastian live with their father, Lasse, in a world of fear, violence and alcohol but the brothers' strong and close relationship means everything. Aske must serve his father's sexual needs, as well as paying customers and his father's friend, Hans. Aske tries everything to keep his little brother out of it all so that he won't experience the same as himself. But one day Bastian is abused by their father. The brothers choose to move to Norway, far away in the beautiful mountains. Their friendship outshines everything! They are together and far away from their evil father...",7.916,36,7.8,0,0,
259074,Movie,Joy Ride 3,Declan O'Brien,"Ken Kirzinger, Jesse Hutch, Benjamin Hollingsworth, Gianpaolo Venuta, Jake Manley",Canada,2014-06-03,2014,5.6,"Thriller, Horror",en,"Rusty Nail is back on the road again looking to punish injustice at every turn - and this time it's with a group of hotheaded street racers on their way to the Road Rally 1000. As they drive through a desolate shortcut on the way to the race, an encounter with Rusty turns sour and soon he is tracking, teasing and torturing them until the end of the road.",7.908,210,5.6,0,0,
243531,Movie,Freezer,Mikael Salomon,"Dylan McDermott, Peter Facinelli, Yuliya Snigir, Mickey Milan, Andrey Ivchenko",United States of America,2014-01-17,2014,5.2,"Action, Thriller",en,"New York city mechanic Robert Saunders is knocked unconscious at his birthday dinner by Russian thugs and wakes up to find himself locked inside the restaurant's industrial freezer. This ruthless gang demand he return the $8 million he has stolen from them. The only problem Robert has no idea what they are talking about. But as the temperature drops and the terror grows, the shocking truth begins to emerge as Robert struggles to survive.",7.908,114,5.2,0,0,
220471,Movie,The Devil's Hand,Christian E. Christiansen,"Rufus Sewell, Alycia Debnam-Carey, Adelaide Kane, Leah Pipes, Thomas McDonell",United States of America,2014-10-10,2014,5.189,"Horror, Thriller",en,"Five young Amish girls accused of being Satan's children must fight for their lives when their devout community elders insist they be ""cleansed"" before turning 18.",7.898,140,5.189,7000000,0,
269258,Movie,Head Full of Honey,Til Schweiger,"Dieter Hallervorden, Emma Schweiger, Til Schweiger, Jan Josef Liefers, Jeanette Hain",Germany,2014-12-25,2014,7.3,"Comedy, Drama",de,"Before eleven years old Tilda's parents can put her beloved grandfather in an old people's home due to his progressing Alzheimer disease, she takes him on one last adventure that subliminally threatens to tear her family apart.",7.893,353,7.3,0,0,
264529,Movie,The Obscure Spring,Ernesto Contreras,"Irene Azuela, José María Yázpik, Cecilia Suárez, Hayden Meyenberg, Margarita Sanz",Mexico,2014-10-21,2014,6.8,Drama,es,"Igor is a plumber; Pina serves coffee. It is winter and they both deeply desire each other, but they are not free. In trying to figure out how to realize their love, she decides to make a lion costume for her little son and he decides to buy a photocopying machine for his wife. Spring will come at last and with it the consummation of love, filling their lives with hope and sex.",7.893,82,6.8,0,0,
244260,Movie,Little Accidents,Sara Colangelo,"Elizabeth Banks, Boyd Holbrook, Chloë Sevigny, Jacob Lofland, Josh Lucas",United States of America,2014-04-04,2014,5.5,Drama,en,"In a small American coal town living in the shadow of a recent mining accident, the disappearance of a teenage boy draws three people together—a surviving miner, the lonely wife of a mine executive, and a local boy—in a web of secrets.",7.887,78,5.5,0,0,
252391,Movie,Kiki's Delivery Service,Takashi Shimizu,"Fuka Koshiba, Ryohei Hirota, Machiko Ono, Hiroshi Yamamoto, Yoh Yoshida","Hong Kong, Japan",2014-03-01,2014,6.087,"Fantasy, Adventure, Comedy",ja,"A young girl named Kiki must leave her home for a year to begin training in witchcraft. She leaves on her broom, but first says goodbye to her friends and family. Kiki then begins her new life with her trusted cat Jiji.",7.882,69,6.087,0,0,
256765,Movie,Harmonie,Yasuhiro Yoshiura,"Reina Ueda, Yoshitsugu Matsuoka, Kenta Matsumoto, Makoto Furukawa, Manami Numakura",Japan,2014-03-01,2014,7.7,"Animation, Drama",ja,"Every person has his or her own little world. Among the 34 bustling students of classroom 2-1, there are many such worlds.  Akio Honjou's world—my world—is filled with passionate talk about last night's anime with Yoshida, Watanabe, and other friends. It's an fun, comfortable place... But, I always wonder. Wonder about the world of Juri Makina, smiling and surrounded by gorgeous friends on the other side of the classroom.  One day, I enter her world. But it's not as simple as it sounds.",7.877,30,7.7,0,0,
171846,Movie,Killers,"Kimo Stamboel, Timo Tjahjanto","Kazuki Kitamura, Oka Antara, Rin Takanashi, Luna Maya, Ray Sahetapy","Indonesia, Japan",2014-02-01,2014,6.5,"Crime, Thriller, Action",ja,"A psychotic executive triggers a journalist's dark side, and they begin to form a strange bond through the internet.",7.875,112,6.5,0,0,
271724,Movie,Hippocrates,Thomas Lilti,"Vincent Lacoste, Reda Kateb, Jacques Gamblin, Marianne Denicourt, Félix Moati",France,2014-09-03,2014,6.5,"Comedy, Drama",fr,"Benjamin is meant to be a great doctor, he’s certain of it. But his first experience as a junior doctor in the hospital ward where his father works doesn’t turn out the way he hoped it would. Responsibility is overwhelming, his father is all but present, and his co-junior partner, a foreign doctor, is far more experimented than he is. This internship will force Benjamin to confront his limits… and start his way to adulthood.",7.873,479,6.5,0,0,
248934,Movie,Beloved Sisters,Dominik Graf,"Hannah Herzsprung, Florian Stetter, Henriette Confurius, Ronald Zehrfeld, Claudia Messner","Germany, Austria, Switzerland",2014-07-31,2014,5.8,"Romance, Drama, History",de,"A love triangle forms between post-Enlightenment writer Friedrich Schiller and two sisters -- one who became his wife, and the other, his biographer.",7.863,46,5.8,0,0,
314285,Movie,Antboy: Revenge of the Red Fury,Ask Hasselbalch,"Oscar Dietz, Samuel Ting Graf, Amalie Kruse Jensen, Astrid Juncher-Benzon, Marcuz Jess Petersen","Denmark, Germany",2014-12-25,2014,6.4,"Adventure, Comedy, Family, Fantasy",da,"The film ' Antboy: Revenge of the Red Fury ' is a sequel to the Danish superhero film Antboy, based on the books by Kenneth Bøgh Andersen. The story is again on the ordinary Danish boy Pelle, who secretly fights crime as a superhero Antboy. In the first film, he made ​​short work of the super villain flea , now tucked away on the local insane clinic.",7.853,69,6.4,0,2080529,
251232,Movie,Copenhagen,Mark Raso,"Gethin Anthony, Frederikke Dahl Hansen, Sebastian Armesto, Olivia Grant, Baard Owe","Denmark, United States of America",2014-10-03,2014,6.64,"Adventure, Romance, Drama",en,"After weeks of traveling through Europe, the immature William finds himself in Copenhagen, the place of his father’s birth. He befriends the youthful Effy, who works in William’s hotel as part of an internship program, and they set off to find William’s last living relative. Effy’s mix of youthful exuberance and wisdom challenges William unlike any  woman ever has. As the attraction builds, he must come to grips with destabilizing elements of his family’s sordid past.",7.853,196,6.64,0,0,
152736,Movie,Child of God,James Franco,"Scott Haze, Wade Hunt Williams, James Franco, Tim Blake Nelson, Jim Parrack",United States of America,2014-04-28,2014,4.9,"Crime, Drama, Thriller",en,"A dispossessed, violent man's life is a disastrous attempt to exist outside the social order. Successively deprived of parents and homes and with few other ties, he descends to the level of a cave dweller and falls deeper into crime and degradation.",7.851,84,4.9,0,0,
280000,Movie,Lemon Tree Passage,David Campbell,"Jessica Tovey, Nicholas Gunn, Pippa Black, Andrew Ryan, Tim Pocock",Australia,2014-08-25,2014,4.2,"Horror, Mystery, Thriller",en,"An Australian urban legend comes screaming on the Ozploitation scene. It’s said that if you drive down the creepy road of Lemon Tree Passage, and witness a sudden flash of light in the trees, you'll be forever haunted by the tormented spirit of a man killed by thrill speeding teenagers. Wanting to put this old wives’ tale to the test, a car-load of non-believers take the supposedly cursed journey and do indeed see a strange manifestation. But it’s not the one of popular myth - this sudden possession of one of their number involves another altogether more shocking crime. That of a young girl raped and murdered on the same stretch of highway. As one urban legend trumps another, the scared passengers must sort out the facts of both cases before vengeful justice from beyond the grave can be meted out with moody atmosphere, ghostly thrills and supernatural suspense.",7.849,93,4.2,0,0,
283700,Movie,Pasolini,Abel Ferrara,"Willem Dafoe, Ninetto Davoli, Riccardo Scamarcio, Valerio Mastandrea, Roberto Zibetti","Belgium, France, Italy",2014-09-25,2014,5.7,"History, Drama",it,"We are with Pasolini during the last hours of his life, as he talks with his beloved family and friends, writes, gives a brutally honest interview, shares a meal with Ninetto Davoli, and cruises for the roughest rough trade in his gun-metal gray Alfa Romeo. Over the course of the action, Pasolini’s life and his art are constantly refracted and intermingled to the point where they become one.",7.839,219,5.7,0,0,
259453,Movie,I Am Soldier,Ronnie Thompson,"Noel Clarke, Philip Desmeules, Duncan Casey, Lee Charles, Jordan Long",United Kingdom,2014-03-17,2014,5,"Action, Thriller, War",en,"Mickey Tomlinson, a military chef, attempts the most dangerous military selection known to man: The Special Air Service (S.A.S.) selection. The S.A.S. Is the United Kingdom's most renowned Special Forces Regiment, tasked with life threatening missions in some of the most dangerous places on the planet. Mickey has more military experience than simply being a chef, something he doesn't let on to the other candidates... Mickey is smashed by this selection process - his mind, body and soul scream for mercy as he endures torturous speed-marches over the steepest mountains, running for his life during 'Escape and Evasion' and then facing the most evil interrogation possible, during the deadly phase known as: 'Tactical Questioning.' Even after everything, there is still only one way you can really prove yourself: in combat... Many try to get into the S.A.S. Only the elite make it.",7.835,74,5,0,0,
302376,Movie,We Are Young. We Are Strong.,Burhan Qurbani,"Devid Striesow, Jonas Nay, Trang Le Hong, Joel Basman, Saskia Rosendahl",Germany,2014-10-21,2014,6.8,Drama,de,"On 24th August 1992 in the eastern German city of Rostock a rampaging mob, to the applause and cheering of more than 3,000 bystanders, besieged and set fire to a residential building containing, among others, more than 120 Vietnamese men, women and children on what has since become known as ""The Night of the Fire."" The riots became a symbol for xenophobia in the just recently reunited Germany. This film recounts the incident from the perspectives of three very different characters.",7.825,74,6.8,0,0,
276488,Movie,Let Us Prey,Brian O'Malley,"Liam Cunningham, Niall Greig Fulton, Pollyanna McIntosh, Douglas Russell, Bryan Larkin","Ireland, United Kingdom",2014-04-17,2014,5.742,"Thriller, Horror",en,"Rachel, a rookie cop, is about to begin her first night shift in a neglected police station in a Scottish, backwater town. The kind of place where the tide has gone out and stranded a motley bunch of the aimless, the forgotten, the bitter-and-twisted who all think that, really, they deserve to be somewhere else. They all think they're there by accident and that, with a little luck, life is going to get better. Wrong, on both counts. Six is about to arrive - and All Hell Will Break Loose!",7.802,328,5.742,0,0,
281298,Movie,The Divine Move,Cho Beom-gu,"Jung Woo-sung, Lee Beom-soo, Ahn Sung-ki, Kim In-kwon, Lee Si-young",South Korea,2014-07-03,2014,6.8,"Action, Crime",ko,A professional GO player gathers a team to help him carry out his revenge against the man who killed his brother.,7.794,96,6.8,0,27926871,
249053,Movie,Famous Five 3,Mike Marzuk,"Valeria Eisenbart, Quirin Oettl, Justus Schlingensiepen, Neele-Marie Nickel, Sky du Mont",Germany,2014-01-16,2014,6.315,"Family, Adventure",de,In their third cinema adventure the Famous Five are searching for a pirate treasure...,7.785,54,6.315,0,0,
267457,Movie,That Burning Feeling,Jason James,"John Cho, Emily Hampshire, Tyler Labine, Paulo Costanzo, Julia Benson",Canada,2014-05-02,2014,5.2,"Drama, Comedy",en,Venereal disease forces a confirmed bachelor to take stock of his history of one night stands.,7.773,24,5.2,0,0,
262649,Movie,School of Youth: The Corruption of Morals,Changhun Do,"Lee Tae-ri, Bae Seul-ki, Ahn Yong-jun, Baek Bong-ki, Sung Eun",South Korea,2014-03-27,2014,4,"Romance, Drama, Comedy",ko,"Troublemakers Mok-won, Ryu and Hak-moon are far from passing the state examinations. Three female students enter the school during a new spring term and the atmosphere changes. Then one day, Mok-won and Ryu are taken to around the back of the school and molested by an unknown woman.  The three of them start an investigation.",7.771,5,4,0,0,
269776,Movie,Alleluia,Fabrice Du Welz,"Laurent Lucas, Lola Dueñas, Héléna Noguerra, Stéphane Bissot, Édith Le Merdy","Belgium, France",2014-11-26,2014,6,"Horror, Drama, Thriller",fr,"Michel, a murderous womanizer, meets introverted Gloria online and treats her to a whirlwind one-night-stand. Offering herself as an accomplice in his seductive crimes, the unhinged lovers embark on a deadly odyssey amplified by wild sex, unbridled jealousy, and passionate forays into the dark arts. This smart and gory shocker breathes new life into the lovesick horror genre to serve up a chilling tale of white-hot desperation and terrifying devotion.",7.758,108,6,3673315,0,
258805,Movie,Bad Johnson,Huck Botko,"Cam Gigandet, Nick Thune, Kevin Miller, Jamie Chung, Katherine Cunningham",United States of America,2014-05-02,2014,4.7,"Comedy, Fantasy",en,"Women are practically throwing themselves at Rich and he can’t seem to control himself. But he continually blames his penis, which seems to have a mind of its own. After ruining yet another promising relationship with Jamie, Rich has finally had enough and wishes his penis would just leave him alone. The next morning, Rich wakes up to find his wish has come true and his johnson is no longer on his body. Even worse, Rich is shocked to discover that his penis has taken human form...",7.738,134,4.7,0,0,
250230,Movie,The Cut,Fatih Akin,"Tahar Rahim, Simon Abkarian, Makram J. Khoury, Hindi Zahra, Kevork Malikyan","Germany, France, Italy, Canada",2014-10-16,2014,5.9,"History, Drama",en,"In 1915 a man survives the Armenian genocide in the Ottoman Empire, but loses his family, speech and faith. One night he learns that his twin daughters may be alive, and goes on a quest to find them.",7.735,94,5.9,16000000,0,
197696,Movie,Welcome to New York,Abel Ferrara,"Gérard Depardieu, Jacqueline Bisset, Shanyn Leigh, Marie Mouté, Charlotte Silvera",United States of America,2014-08-07,2014,5.2,Drama,en,Mr. Devereaux is a powerful man. A man who handles billions of dollars every day. A man who controls the economic fate of nations. A man driven by a frenzied and unbridled sexual hunger. A man who dreamed of saving the world and who cannot save himself. A terrified man. A lost man.,7.735,126,5.2,0,0,
262137,Movie,Overheard 3,"Felix Chong Man-Keung, Alan Mak Siu-Fai","Louis Koo, Sean Lau Ching-Wan, Daniel Wu, Zhou Xun, Michelle Ye Xuan","Hong Kong, China",2014-05-30,2014,5.8,"Crime, Thriller",cn,"Law was a chauffeur for the rural tycoon Luk, and he was jailed for killing a major land owner in a car accident. It was rumored that Luk was behind the land owner’s death, which gave Luk a competitive edge in the native apartment development deal. When Law gets out of prison five years later, the world has changed. Luk’s corporation has grown more powerful, while Luk’s right-hand man Keung has his own agenda to pursue. But things take a surprising turn.  With the help of Law’s prison mate and computer whiz Joe, Law drugs Sean and his brothers in the drinks, then modify their mobile phones for wiretapping,  Joe gets acquainted with the materialistic single mom Eva, who turns out to have a dark history with both Law and Keung. Through the eavesdropping, Law realizes Keung’s ultimate plan, which may change Hong Kong’s land development forever.",7.721,53,5.8,0,0,
244783,Movie,Song One,Kate Barker-Froyland,"Anne Hathaway, Johnny Flynn, Mary Steenburgen, Ben Rosenfield, Lola Kirke",United States of America,2014-01-20,2014,5.7,Drama,en,"Estranged from her family, Franny returns home when an accident leaves her brother comatose. Retracing his life as an aspiring musician, she tracks down his favorite musician, James Forester. Against the backdrop of Brooklyn’s music scene, Franny and James develop an unexpected relationship and face the realities of their lives.",7.721,230,5.7,6000000,32251,
299576,Movie,The Nine Lives of Christmas,Mark Jean,"Brandon Routh, Kimberley Sustad, Chelsea Hobbs, Gregory Harrison, Alison Araya",,2014-11-08,2014,6.7,"TV Movie, Romance, Drama, Comedy",en,"With Christmas approaching, a handsome fireman afraid of commitment adopts a stray cat and meets a beautiful veterinary student who challenges his decision to remain a confirmed bachelor.",7.71,106,6.7,0,0,
284063,Movie,Mourning Grave,Oh In-chun,"Kang Ha-neul, Kim So-eun, Kim Jung-tae, Park Doo-sik, Han Hye-rin",South Korea,2014-07-02,2014,7.2,"Comedy, Thriller, Horror, Romance",ko,"A boy who can see ghosts moves to a small town, where he befriends a female ghost. The two work together to investigate a masked ghost who is murdering students one by one.",7.706,97,7.2,0,0,
273598,Movie,Pad Na Jou Hart,Jaco Smit,"Ivan Botha, DonnaLee Roberts, Wim Beukes, Marius Weyers, Jaco Muller",South Africa,2014-02-14,2014,6.4,"Adventure, Romance",af,"Basson has five days to make it to his father's funeral in Cape Town, but needs to complete certain tasks on this trip before he can call the family company his own. On the road he meets free-spirited bohemian girl, Amory. As they journey across the breathtaking landscape of South Africa, they meet wonderful characters that allow for hilarious moments and life-changing experiences. Their trip takes a sudden turn for the worst when a villainous figure makes an appearance. Basson and Amory are faced with disappointment and heartache. On the road called life, it is inevitable that you will take some wrong turns. But no matter how hard the road might be, on route to true love is where you will find your true north.",7.693,22,6.4,0,0,
297702,Movie,Gutshot Straight,Justin Steele,"George Eads, AnnaLynne McCord, Steven Seagal, Ted Levine, Vinnie Jones",United States of America,2014-10-11,2014,4.3,Thriller,en,A professional poker player falls deep into underworld when he takes an unexpected wager from a mysterious high roller.,7.688,57,4.3,0,0,
284286,Movie,Learning to Drive,Isabel Coixet,"Patricia Clarkson, Ben Kingsley, Jake Weber, Sarita Choudhury, Grace Gummer","United Kingdom, United States of America",2014-08-21,2014,6.191,"Drama, Comedy",en,"As her marriage dissolves, a Manhattan writer takes driving lessons from a Sikh instructor with marriage troubles of his own. In each other's company they find the courage to get back on the road and the strength to take the wheel.",7.682,196,6.191,0,3447633,
244563,Movie,"Kumiko, the Treasure Hunter",David Zellner,"Rinko Kikuchi, Nobuyuki Katsube, Kanako Higashi, Ichi Kyokaku, Ayaka Onishi",United States of America,2014-11-13,2014,6.581,Drama,en,"Frustrated with her mundane life, a Tokyo office worker becomes obsessed with a fictional movie that she mistakes for a documentary. Fixating on a scene where stolen cash is buried in North Dakota, she travels to America to find it.",7.677,272,6.581,0,739623,
240510,Movie,Stromberg – The Movie,Arne Feldhusen,"Christoph Maria Herbst, Bjarne Mädel, Oliver Wnuk, Diana Staehly, Milena Dreißig",Germany,2014-02-20,2014,6.8,Comedy,de,"The celebration of the 50th anniversary of “Capitol-Insurance” is due – that's what the bosses thought. All employees are invited to join the party in a hotel. However, rumors say the company's not doing very well. To avoid unemployment due to the possible shutdown of the smaller branch office the only option is to move to the headquarters. Now that's the ultimate challange for Stromberg, who is notoriously trying to be the example of a department manager, gathering all of his employees behind him.",7.673,227,6.8,0,0,
271467,Movie,School Dance,Nick Cannon,"Patrick Warburton, Wilmer Valderrama, Efren Ramirez, Mike Epps, Bobb'e J. Thompson",United States of America,2014-07-02,2014,7.4,"Comedy, Music, Drama",en,"High schooler Jason has found his dream girl—the gorgeous Anastacia. There’s just one problem: she doesn’t know he exists. If he can win a spot on the school’s hottest dance crew, Jason might have a shot. But before he does, he’ll have to overcome his battle-ax of a mother, survive Anastacia’s gangsta brother, and pass the crew’s initiation—in this fresh, sexy, and outrageously funny comedy.",7.669,142,7.4,0,0,
286668,Movie,A Good Man,Keoni Waxman,"Steven Seagal, Victor Webster, Tzi Ma, Iulia Verdes, Massimo Dobrović","Romania, United States of America",2014-08-19,2014,4.9,Action,en,"After an illustrious special ops career ends in disaster, Alexander goes off the grid and attempts to lead a quiet life as a handyman at an apartment complex. But when one of his tenants and her family fall under the thumb of a Russian gangster, Alexander is dragged into an all-out war between rival Chinese and Russian gangs; forcing him to not only defend the family, but bringing him face to face with an old foe, and giving him one more chance to reconcile his past.",7.666,137,4.9,7000000,0,
298459,Movie,Next Time I'll Aim for the Heart,Cédric Anger,"Guillaume Canet, Ana Girardot, Jean-Yves Berteloot, Cédric le Maoût, Alice de Lencquesaing",France,2014-11-12,2014,5.993,"Crime, Thriller, Drama",fr,"Between 1978 and 1979, the inhabitants of the Oise are in fear of a maniac who kills several hitchhikers and escape the police. He was then dubbed ""the killer of the Oise"" is actually a shy young policeman who will investigate his own murder, only to lose control of the situation.",7.651,284,5.993,5100000,0,
262840,Movie,WolfCop,Lowell Dean,"Leo Fafard, Amy Matysio, Sarah Lind, Corinne Conley, Jesse Moss",Canada,2014-06-06,2014,5.2,"Horror, Comedy",en,"It's not unusual for alcoholic cop Lou to black out and wake up in unfamiliar surroundings, but lately things have taken a turn for the strange...and hairy. WolfCop is the story of one cop's quest to become a better man. One transformation at a time.",7.65,214,5.2,761100,0,
255756,Movie,"Black Coal, Thin Ice",Diao Yi-nan,"Liao Fan, Gwei Lun-Mei, Wang Xuebing, Wang Jingchun, Yu Ailei",China,2014-06-11,2014,6.5,"Drama, Crime, Mystery, Thriller",zh,Two former cops start investigating the series of murders that tanked their careers when the killings begin again.,7.65,278,6.5,0,0,
240341,Movie,Ghost in the Shell: Arise - Border 3: Ghost Tears,Kazuchika Kise,"Maaya Sakamoto, Ikkyu Juku, Kenichirou Matsuda, Kazuya Nakai, Tomoyuki Dan",Japan,2014-06-28,2014,6.8,"Action, Animation, Science Fiction",ja,"Posing as lovers on vacation, Motoko and Batou work to try to stop a terrorist organization whose symbol is the Scrasath. Meanwhile, Togusa investigates a murder of a man who possessed a prosthetic leg manufactured by the Mermaid's Leg corporation.",7.632,152,6.8,0,0,
546822,Movie,The Disappearance of Conan Edogawa: The Worst Two Days in History,Yasuichiro Yamamoto,"Minami Takayama, Megumi Hayashibara, Teruyuki Kagawa, Ryoko Hirosue, Wakana Yamazaki",Japan,2014-12-26,2014,7.1,Animation,ja,"After slipping in a bath house, Conan appears to have lost his memory. Worse yet, it looks like he will be used in a hit job.",7.631,29,7.1,0,0,
286709,Movie,Revenge of the Green Dragons,"Andrew Lau Wai-Keung, Andrew Loo","Justin Chon, Ray Liotta, Kevin Wu, Harry Shum Jr., Au-Yeung Jin","Hong Kong, United States of America",2014-10-31,2014,5.2,"Drama, Action, Crime",en,"A true immigrant story set against the vibrant backdrop of Flushing, N.Y. in the 1980s and 1990s.",7.629,93,5.2,5000000,0,
241765,Movie,The Outsider,Brian A. Miller,"Jason Patric, Craig Fairbrass, James Caan, Shannon Elizabeth, Melissa Ordway",United States of America,2014-03-11,2014,4.559,"Action, Crime, Drama, Mystery, Thriller",en,"Revolves around a British military contractor Lex Walker who is told his daughter has died. When he arrives in Los Angeles and discovers the body is not hers, he begins an investigation.",7.616,94,4.559,4000000,0,
133790,Movie,Clear History,Greg Mottola,"Larry David, Jon Hamm, Kate Hudson, Eva Mendes, Danny McBride",United States of America,2014-05-02,2014,6.033,"Comedy, TV Movie",en,"Nathan Flomm, in order to avoid the humiliation of having missed out on a hugely successful business, assumes a new identity on Martha's Vineyard. He plots revenge when his former business partner moves to the same town.",7.616,257,6.033,0,0,
206821,Movie,The Longest Week,Peter Glanz,"Jason Bateman, Olivia Wilde, Billy Crudup, Jenny Slate, Tony Roberts","India, United States of America",2014-09-05,2014,5.1,"Comedy, Drama",en,"Left broke and homeless by his wealthy parents' divorce, a young man moves in with an old friend and finally meets the woman of his dreams -- only to discover she's already dating his friend.",7.614,293,5.1,0,46460,
